"name_fielder","fld_name_display_club","season","position","pa","avg_norm_start_distance","avg_norm_start_angle"
"Quinn, Roman","Phillies",2022,"CF","429","325","1"
"Quinn, Roman","Phillies",2022,"RF","28","300","26"
"Grossman, Robbie","Braves",2022,"RF","759","297","28"
"Grossman, Robbie","Braves",2022,"LF","695","301","-26"
"Riley, Austin","Braves",2022,"1B","29","110","36"
"Riley, Austin","Braves",2022,"3B","5831","114","-27"
"Adrianza, Ehire","Braves",2022,"SS","11","146","-11"
"Adrianza, Ehire","Braves",2022,"3B","41","121","-23"
"Adrianza, Ehire","Braves",2022,"2B","114","148","11"
"Rosario, Eddie","Braves",2022,"RF","507","293","27"
"Rosario, Eddie","Braves",2022,"LF","1687","300","-27"
"Ozuna, Marcell","Braves",2022,"LF","1782","298","-27"
"Canó, Robinson","Braves",2022,"2B","245","148","12"
"Heredia, Guillermo","Braves",2022,"CF","184","320","1"
"Heredia, Guillermo","Braves",2022,"RF","427","298","28"
"Heredia, Guillermo","Braves",2022,"LF","441","298","-27"
"Duvall, Adam","Braves",2022,"CF","1637","328","1"
"Duvall, Adam","Braves",2022,"RF","369","301","28"
"Duvall, Adam","Braves",2022,"LF","966","298","-26"
"Contreras, William","Braves",2022,"LF","44","292","-27"
"Gosselin, Phil","Braves",2022,"2B","251","150","11"
"Albies, Ozzie","Braves",2022,"2B","2327","149","10"
"Arcia, Orlando","Braves",2022,"3B","137","114","-22"
"Arcia, Orlando","Braves",2022,"LF","194","301","-26"
"Arcia, Orlando","Braves",2022,"2B","1651","151","12"
"Arcia, Orlando","Braves",2022,"SS","13","149","-10"
"Acuña Jr., Ronald","Braves",2022,"RF","3236","298","28"
"Swanson, Dansby","Braves",2022,"SS","5937","147","-12"
"Demeritte, Travis","Braves",2022,"RF","702","297","27"
"Demeritte, Travis","Braves",2022,"LF","200","296","-24"
"Grissom, Vaughn","Braves",2022,"2B","1414","153","11"
"Grissom, Vaughn","Braves",2022,"SS","48","145","-8"
"Harris II, Michael","Braves",2022,"CF","4185","320","0"
"Olson, Matt","Braves",2022,"1B","5980","112","36"
"Engel, Adam","White Sox",2022,"CF","1472","318","-1"
"Engel, Adam","White Sox",2022,"LF","28","294","-28"
"Engel, Adam","White Sox",2022,"RF","1242","297","27"
"Andrus, Elvis","White Sox",2022,"SS","1545","146","-7"
"Anderson, Tim","White Sox",2022,"SS","2934","145","-9"
"Zavala, Seby","White Sox",2022,"1B","15","110","34"
"Gonzalez, Romy","White Sox",2022,"RF","26","290","29"
"Gonzalez, Romy","White Sox",2022,"2B","891","149","16"
"Gonzalez, Romy","White Sox",2022,"SS","132","147","-9"
"Harrison, Josh","White Sox",2022,"3B","771","114","-30"
"Harrison, Josh","White Sox",2022,"2B","3118","149","14"
"Harrison, Josh","White Sox",2022,"SS","13","150","-16"
"Harrison, Josh","White Sox",2022,"LF","30","295","-29"
"Sosa, Lenyn","White Sox",2022,"2B","174","150","13"
"Sosa, Lenyn","White Sox",2022,"SS","173","147","-7"
"Mendick, Danny","White Sox",2022,"SS","773","145","-10"
"Mendick, Danny","White Sox",2022,"3B","97","113","-32"
"Mendick, Danny","White Sox",2022,"2B","165","146","9"
"Robert Jr., Luis","White Sox",2022,"CF","3274","324","0"
"Grandal, Yasmani","White Sox",2022,"1B","127","109","36"
"Sheets, Gavin","White Sox",2022,"1B","351","109","35"
"Sheets, Gavin","White Sox",2022,"LF","48","305","-31"
"Sheets, Gavin","White Sox",2022,"RF","2724","297","28"
"Haseley, Adam","White Sox",2022,"CF","84","328","0"
"Haseley, Adam","White Sox",2022,"RF","93","290","27"
"Haseley, Adam","White Sox",2022,"LF","64","293","-28"
"Pollock, AJ","White Sox",2022,"RF","381","301","27"
"Pollock, AJ","White Sox",2022,"CF","1187","324","-1"
"Pollock, AJ","White Sox",2022,"LF","3185","298","-28"
"Abreu, José","White Sox",2022,"1B","4835","109","36"
"Jiménez, Eloy","White Sox",2022,"LF","954","300","-29"
"Moncada, Yoán","White Sox",2022,"3B","3615","113","-30"
"Burger, Jake","White Sox",2022,"2B","22","148","13"
"Burger, Jake","White Sox",2022,"3B","1400","112","-29"
"García, Leury","White Sox",2022,"2B","1744","148","15"
"García, Leury","White Sox",2022,"SS","555","147","-10"
"García, Leury","White Sox",2022,"LF","177","293","-29"
"García, Leury","White Sox",2022,"3B","242","118","-29"
"García, Leury","White Sox",2022,"RF","260","294","26"
"García, Leury","White Sox",2022,"CF","84","310","0"
"Vaughn, Andrew","White Sox",2022,"2B","11","149","11"
"Vaughn, Andrew","White Sox",2022,"RF","1371","297","27"
"Vaughn, Andrew","White Sox",2022,"1B","797","111","37"
"Vaughn, Andrew","White Sox",2022,"LF","1426","294","-28"
"Payton, Mark","White Sox",2022,"LF","200","300","-29"
"Payton, Mark","White Sox",2022,"CF","24","324","0"
"Payton, Mark","White Sox",2022,"RF","28","298","29"
"Dunand, Joe","Marlins",2022,"2B","63","151","9"
"Dunand, Joe","Marlins",2022,"3B","34","117","-25"
"Chisholm Jr., Jazz","Marlins",2022,"2B","2000","148","11"
"Rojas, Miguel","Marlins",2022,"SS","4716","148","-9"
"Rojas, Miguel","Marlins",2022,"1B","109","105","35"
"Bleday, JJ","Marlins",2022,"RF","143","295","24"
"Bleday, JJ","Marlins",2022,"LF","580","291","-27"
"Bleday, JJ","Marlins",2022,"CF","1428","318","-1"
"De La Cruz, Bryan","Marlins",2022,"CF","1261","316","-1"
"De La Cruz, Bryan","Marlins",2022,"LF","871","296","-27"
"De La Cruz, Bryan","Marlins",2022,"RF","1145","294","26"
"Groshans, Jordan","Marlins",2022,"3B","644","114","-28"
"Sánchez, Jesús","Marlins",2022,"CF","2713","316","0"
"Sánchez, Jesús","Marlins",2022,"LF","369","292","-27"
"Williams, Luke","Marlins",2022,"LF","628","293","-26"
"Williams, Luke","Marlins",2022,"3B","408","113","-26"
"Williams, Luke","Marlins",2022,"2B","377","148","13"
"Díaz, Lewin","Marlins",2022,"1B","1711","110","34"
"Hamilton, Billy","Marlins",2022,"LF","66","295","-27"
"Hamilton, Billy","Marlins",2022,"CF","104","310","-1"
"Encarnacion, Jerar","Marlins",2022,"LF","372","298","-27"
"Encarnacion, Jerar","Marlins",2022,"RF","356","293","26"
"Burdick, Peyton","Marlins",2022,"CF","482","319","-1"
"Burdick, Peyton","Marlins",2022,"RF","132","292","26"
"Burdick, Peyton","Marlins",2022,"LF","462","299","-26"
"González, Erik","Marlins",2022,"SS","144","147","-10"
"González, Erik","Marlins",2022,"2B","69","151","14"
"González, Erik","Marlins",2022,"3B","206","118","-30"
"Aguilar, Jesús","Marlins",2022,"1B","2032","106","35"
"Aguilar, Jesús","Marlins",2022,"3B","21","112","-20"
"Astudillo, Willians","Marlins",2022,"2B","221","147","9"
"Astudillo, Willians","Marlins",2022,"3B","228","112","-26"
"Astudillo, Willians","Marlins",2022,"1B","19","104","36"
"Anderson, Brian","Marlins",2022,"RF","1326","293","25"
"Anderson, Brian","Marlins",2022,"3B","1506","117","-24"
"Anderson, Brian","Marlins",2022,"LF","221","292","-28"
"Cooper, Garrett","Marlins",2022,"1B","1981","106","35"
"Soler, Jorge","Marlins",2022,"LF","1986","293","-27"
"García, Avisaíl","Marlins",2022,"RF","2927","294","26"
"Berti, Jon","Marlins",2022,"LF","477","295","-27"
"Berti, Jon","Marlins",2022,"CF","44","314","-1"
"Berti, Jon","Marlins",2022,"3B","1244","114","-24"
"Berti, Jon","Marlins",2022,"SS","225","148","-9"
"Berti, Jon","Marlins",2022,"2B","1433","149","10"
"Leblanc, Charles","Marlins",2022,"3B","452","115","-25"
"Leblanc, Charles","Marlins",2022,"2B","913","151","12"
"Leblanc, Charles","Marlins",2022,"1B","170","109","35"
"Wendle, Joey","Marlins",2022,"2B","941","154","12"
"Wendle, Joey","Marlins",2022,"3B","1287","120","-28"
"Wendle, Joey","Marlins",2022,"SS","947","149","-12"
"Andujar, Miguel","Yankees",2022,"LF","605","299","-27"
"Gonzalez, Marwin","Yankees",2022,"1B","406","109","35"
"Gonzalez, Marwin","Yankees",2022,"SS","587","150","-12"
"Gonzalez, Marwin","Yankees",2022,"2B","16","143","12"
"Gonzalez, Marwin","Yankees",2022,"RF","386","296","27"
"Gonzalez, Marwin","Yankees",2022,"3B","287","117","-32"
"Gonzalez, Marwin","Yankees",2022,"LF","372","298","-27"
"Locastro, Tim","Yankees",2022,"CF","145","324","1"
"Locastro, Tim","Yankees",2022,"LF","151","304","-26"
"Locastro, Tim","Yankees",2022,"RF","141","294","27"
"LeMahieu, DJ","Yankees",2022,"1B","1084","108","36"
"LeMahieu, DJ","Yankees",2022,"3B","1564","118","-30"
"LeMahieu, DJ","Yankees",2022,"2B","1296","150","11"
"Rizzo, Anthony","Yankees",2022,"1B","4189","113","34"
"Judge, Aaron","Yankees",2022,"RF","2029","291","26"
"Judge, Aaron","Yankees",2022,"CF","2566","324","0"
"Kiner-Falefa, Isiah","Yankees",2022,"3B","174","116","-30"
"Kiner-Falefa, Isiah","Yankees",2022,"SS","4772","148","-11"
"Hicks, Aaron","Yankees",2022,"LF","1696","293","-26"
"Hicks, Aaron","Yankees",2022,"CF","2358","321","1"
"Gallo, Joey","Yankees",2022,"CF","26","318","-1"
"Gallo, Joey","Yankees",2022,"LF","1412","295","-26"
"Gallo, Joey","Yankees",2022,"RF","1015","287","27"
"Guzmán, Ronald","Yankees",2022,"1B","62","110","34"
"Carpenter, Matt","Yankees",2022,"3B","65","122","-29"
"Carpenter, Matt","Yankees",2022,"LF","90","294","-26"
"Carpenter, Matt","Yankees",2022,"1B","108","113","36"
"Carpenter, Matt","Yankees",2022,"RF","353","298","27"
"Benintendi, Andrew","Yankees",2022,"LF","1128","288","-26"
"Stanton, Giancarlo","Yankees",2022,"RF","1125","294","27"
"Stanton, Giancarlo","Yankees",2022,"LF","138","287","-25"
"Torres, Gleyber","Yankees",2022,"SS","74","147","-16"
"Torres, Gleyber","Yankees",2022,"2B","4400","154","12"
"Peraza, Oswald","Yankees",2022,"SS","356","149","-13"
"Peraza, Oswald","Yankees",2022,"2B","127","155","12"
"Donaldson, Josh","Yankees",2022,"3B","3701","122","-30"
"Cabrera, Oswaldo","Yankees",2022,"SS","120","148","-15"
"Cabrera, Oswaldo","Yankees",2022,"RF","860","292","26"
"Cabrera, Oswaldo","Yankees",2022,"1B","58","106","36"
"Cabrera, Oswaldo","Yankees",2022,"2B","70","154","13"
"Cabrera, Oswaldo","Yankees",2022,"LF","298","295","-27"
"Cabrera, Oswaldo","Yankees",2022,"3B","118","122","-31"
"Bader, Harrison","Yankees",2022,"CF","451","322","-2"
"Florial, Estevan","Yankees",2022,"LF","19","299","-26"
"Florial, Estevan","Yankees",2022,"CF","363","326","-1"
"Cain, Lorenzo","Brewers",2022,"CF","1482","320","1"
"Renfroe, Hunter","Brewers",2022,"RF","4319","295","28"
"Ruiz, Esteury","Brewers",2022,"LF","76","298","-27"
"Mitchell, Garrett","Brewers",2022,"CF","726","318","1"
"Peterson, Jace","Brewers",2022,"LF","85","295","-28"
"Peterson, Jace","Brewers",2022,"2B","28","155","12"
"Peterson, Jace","Brewers",2022,"3B","2565","116","-28"
"Peterson, Jace","Brewers",2022,"1B","116","107","33"
"Peterson, Jace","Brewers",2022,"RF","338","299","28"
"Tellez, Rowdy","Brewers",2022,"1B","4779","110","34"
"Taylor, Tyrone","Brewers",2022,"LF","397","299","-28"
"Taylor, Tyrone","Brewers",2022,"RF","723","295","28"
"Taylor, Tyrone","Brewers",2022,"CF","2797","319","1"
"Severino, Pedro","Brewers",2022,"1B","11","104","34"
"Adames, Willy","Brewers",2022,"SS","5005","145","-15"
"Hiura, Keston","Brewers",2022,"2B","335","151","9"
"Hiura, Keston","Brewers",2022,"LF","158","302","-27"
"Hiura, Keston","Brewers",2022,"1B","1027","108","35"
"Wong, Kolten","Brewers",2022,"2B","4299","149","12"
"Mathias, Mark","Brewers",2022,"2B","164","151","13"
"Davis, Jonathan","Brewers",2022,"CF","975","318","1"
"Reyes, Pablo","Brewers",2022,"3B","50","112","-23"
"Reyes, Pablo","Brewers",2022,"SS","104","144","-17"
"McCutchen, Andrew","Brewers",2022,"CF","50","323","1"
"McCutchen, Andrew","Brewers",2022,"RF","653","297","28"
"McCutchen, Andrew","Brewers",2022,"LF","1107","298","-27"
"Urías, Luis","Brewers",2022,"SS","835","146","-16"
"Urías, Luis","Brewers",2022,"2B","1207","154","12"
"Urías, Luis","Brewers",2022,"3B","2088","118","-28"
"Caratini, Victor","Brewers",2022,"1B","35","105","32"
"Yelich, Christian","Brewers",2022,"LF","4210","294","-27"
"Brosseau, Mike","Brewers",2022,"3B","1330","117","-29"
"Brosseau, Mike","Brewers",2022,"1B","60","115","34"
"Brosseau, Mike","Brewers",2022,"SS","83","144","-15"
