"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Romero, JoJo","668941","2024","200","143",0.223,0.268,-0.04500000000000001,0.348,0.445,-0.09700000000000003,0.275,0.33,-0.05499999999999999,"2.50","4.52","-2.017"
"Kerkering, Orion","689147","2024","200","125",0.236,0.225,0.010999999999999982,0.32,0.341,-0.02100000000000002,0.281,0.284,-0.002999999999999947,"2.40","3.27","-0.866"
"Kelly, Zack","677161","2024","200","127",0.197,0.228,-0.031,0.388,0.433,-0.044999999999999984,0.292,0.321,-0.029000000000000026,"2.79","4.25","-1.457"
"Povich, Cade","700249","2024","200","144",0.266,0.223,0.04300000000000001,0.462,0.399,0.063,0.352,0.313,0.03899999999999998,"5.77","4.02","1.751"
"Brieske, Beau","689225","2024","200","128",0.253,0.236,0.017000000000000015,0.365,0.361,0.0040000000000000036,0.301,0.294,0.007000000000000006,"4.24","3.51","0.733"
"Chafin, Andrew","605177","2024","200","115",0.243,0.215,0.027999999999999997,0.358,0.353,0.0050000000000000044,0.299,0.286,0.013000000000000012,"3.55","3.31","0.237"
"Ottavino, Adam","493603","2024","199","118",0.236,0.202,0.033999999999999975,0.368,0.328,0.03999999999999998,0.308,0.281,0.02699999999999997,"4.57","3.19","1.376"
"Smith, Burch","572143","2024","199","148",0.295,0.28,0.014999999999999958,0.426,0.464,-0.038000000000000034,0.33,0.341,-0.01100000000000001,"4.76","4.86","-0.095"
"Domínguez, Seranthony","622554","2024","199","127",0.214,0.206,0.008000000000000007,0.429,0.39,0.03899999999999998,0.307,0.289,0.018000000000000016,"4.40","3.39","1.014"
"Bednar, David","670280","2024","199","132",0.253,0.241,0.01200000000000001,0.444,0.453,-0.009000000000000008,0.331,0.33,0.0010000000000000009,"5.68","4.52","1.164"
"Garrett, Reed","657585","2024","199","103",0.241,0.206,0.035,0.388,0.326,0.062,0.325,0.29,0.03500000000000003,"4.00","3.41","0.59"
"Baumann, Mike","657508","2024","198","135",0.26,0.25,0.010000000000000009,0.445,0.433,0.01200000000000001,0.342,0.338,0.0040000000000000036,"4.95","4.77","0.177"
"Hancock, Emerson","676106","2024","198","152",0.258,0.3,-0.04199999999999998,0.444,0.5,-0.055999999999999994,0.332,0.376,-0.043999999999999984,"4.76","6.11","-1.345"
"Bummer, Aaron","607481","2024","198","126",0.298,0.24,0.057999999999999996,0.387,0.288,0.09900000000000003,0.319,0.263,0.055999999999999994,"3.63","2.79","0.837"
"King, John","667463","2024","197","157",0.275,0.258,0.017000000000000015,0.39,0.395,-0.0050000000000000044,0.294,0.301,-0.007000000000000006,"2.87","3.69","-0.818"
"Scott, Christian","681035","2024","197","143",0.25,0.253,-0.0030000000000000027,0.433,0.453,-0.020000000000000018,0.318,0.327,-0.009000000000000008,"4.56","4.43","0.133"
"Weems, Jordan","607179","2024","196","135",0.288,0.26,0.02799999999999997,0.482,0.442,0.03999999999999998,0.376,0.35,0.026000000000000023,"6.70","5.16","1.536"
"Neris, Héctor","593576","2024","196","122",0.247,0.243,0.0040000000000000036,0.398,0.412,-0.013999999999999957,0.327,0.331,-0.0040000000000000036,"3.89","4.55","-0.664"
"López, Jorge","605347","2024","196","135",0.237,0.226,0.010999999999999982,0.356,0.377,-0.02100000000000002,0.295,0.297,-0.0020000000000000018,"2.44","3.59","-1.152"
"Lee, Dylan","669276","2024","195","125",0.223,0.203,0.01999999999999999,0.358,0.325,0.032999999999999974,0.272,0.25,0.02200000000000002,"1.85","2.52","-0.671"
"Kimbrel, Craig","518886","2024","195","100",0.18,0.205,-0.024999999999999994,0.335,0.373,-0.03799999999999998,0.289,0.312,-0.02300000000000002,"3.94","3.99","-0.048"
"Knack, Landon","689017","2024","195","136",0.201,0.216,-0.014999999999999986,0.402,0.411,-0.008999999999999952,0.287,0.295,-0.008000000000000007,"3.00","3.54","-0.54"
"Suarez, Robert","663158","2024","194","136",0.192,0.201,-0.009000000000000008,0.291,0.349,-0.057999999999999996,0.229,0.253,-0.023999999999999994,"1.79","2.58","-0.792"
"Bender, Anthony","669622","2024","194","127",0.251,0.231,0.01999999999999999,0.371,0.354,0.017000000000000015,0.301,0.287,0.014000000000000012,"4.00","3.34","0.66"
"Mantiply, Joe","573009","2024","194","141",0.239,0.233,0.005999999999999978,0.361,0.385,-0.02400000000000002,0.274,0.281,-0.007000000000000006,"3.61","3.19","0.423"
"Nicolas, Kyle","693312","2024","194","120",0.222,0.207,0.015000000000000013,0.269,0.294,-0.024999999999999967,0.271,0.277,-0.006000000000000005,"2.78","3.10","-0.321"
"Foley, Jason","671345","2024","194","143",0.249,0.263,-0.014000000000000012,0.382,0.413,-0.030999999999999972,0.304,0.327,-0.02300000000000002,"3.40","4.43","-1.03"
"Williams, Gavin","668909","2024","193","128",0.266,0.269,-0.0030000000000000027,0.434,0.417,0.017000000000000015,0.333,0.329,0.0040000000000000036,"5.02","4.49","0.533"
"Soto, Gregory","642397","2024","193","113",0.289,0.252,0.03699999999999998,0.415,0.394,0.020999999999999963,0.358,0.34,0.01799999999999996,"5.40","4.83","0.57"
"Jackson, Luke","592426","2024","193","127",0.271,0.251,0.020000000000000018,0.435,0.424,0.01100000000000001,0.343,0.33,0.013000000000000012,"5.57","4.52","1.045"
"Hernández, Jonathan","642546","2024","192","124",0.256,0.243,0.013000000000000012,0.431,0.412,0.019000000000000017,0.348,0.337,0.010999999999999954,"5.40","4.74","0.66"
"Latz, Jacob","656641","2024","192","124",0.241,0.242,-0.0010000000000000009,0.377,0.443,-0.066,0.318,0.344,-0.025999999999999968,"3.71","4.96","-1.25"
"Sims, Lucas","608371","2024","192","119",0.233,0.233,0,0.411,0.404,0.006999999999999951,0.327,0.325,0.0020000000000000018,"4.09","4.37","-0.279"
"Adams, Austin","613534","2024","191","102",0.25,0.207,0.04300000000000001,0.408,0.316,0.09199999999999997,0.354,0.314,0.03999999999999998,"3.92","4.05","-0.131"
"Díaz, Alexis","664747","2024","191","118",0.212,0.22,-0.008000000000000007,0.338,0.352,-0.013999999999999957,0.304,0.312,-0.008000000000000007,"4.09","3.99","0.101"
"Erceg, Lucas","668674","2024","191","118",0.202,0.22,-0.017999999999999988,0.306,0.332,-0.026000000000000023,0.258,0.275,-0.017000000000000015,"2.87","3.05","-0.178"
"Thorpe, Drew","689672","2024","190","142",0.212,0.245,-0.033,0.424,0.442,-0.018000000000000016,0.315,0.335,-0.020000000000000018,"5.48","4.67","0.811"
"Bernardino, Brennan","657514","2024","190","121",0.258,0.237,0.02100000000000002,0.393,0.39,0.0030000000000000027,0.319,0.31,0.009000000000000008,"3.59","3.94","-0.354"
"Muñoz, Andrés","662253","2024","189","106",0.16,0.183,-0.022999999999999993,0.252,0.312,-0.06,0.236,0.272,-0.03600000000000003,"1.88","2.98","-1.105"
"Sandlin, Nick","680704","2024","189","112",0.206,0.217,-0.01100000000000001,0.406,0.402,0.0040000000000000036,0.31,0.315,-0.0050000000000000044,"3.55","4.08","-0.533"
"Payamps, Joel","606303","2024","189","130",0.194,0.252,-0.057999999999999996,0.365,0.464,-0.09900000000000003,0.269,0.333,-0.064,"3.47","4.61","-1.139"
"Yates, Kirby","489446","2024","188","93",0.125,0.151,-0.025999999999999995,0.194,0.218,-0.023999999999999994,0.192,0.213,-0.02099999999999999,"1.30","1.84","-0.537"
"Dubin, Shawn","681869","2024","188","119",0.27,0.23,0.04000000000000001,0.377,0.343,0.033999999999999975,0.331,0.315,0.016000000000000014,"4.36","4.08","0.275"
"Holmes, Grant","656550","2024","188","128",0.233,0.234,-0.0010000000000000009,0.335,0.369,-0.033999999999999975,0.265,0.278,-0.013000000000000012,"3.45","3.12","0.327"
"Alcala, Jorge","660896","2024","188","125",0.186,0.198,-0.01200000000000001,0.329,0.332,-0.0030000000000000027,0.263,0.271,-0.008000000000000007,"3.09","2.96","0.126"
"Miller, Shelby","571946","2024","187","135",0.2,0.223,-0.022999999999999993,0.376,0.392,-0.016000000000000014,0.27,0.296,-0.025999999999999968,"5.01","3.56","1.454"
"Strahm, Matt","621381","2024","187","112",0.187,0.203,-0.016000000000000014,0.31,0.332,-0.02200000000000002,0.24,0.254,-0.014000000000000012,"2.22","2.60","-0.381"
"Bido, Osvaldo","674370","2024","187","114",0.196,0.177,0.019000000000000017,0.285,0.266,0.01899999999999996,0.278,0.264,0.014000000000000012,"3.40","2.81","0.59"
"Ferguson, Caleb","657571","2024","186","115",0.258,0.246,0.01200000000000001,0.429,0.411,0.018000000000000016,0.337,0.326,0.01100000000000001,"4.91","4.40","0.509"
"Baz, Shane","669358","2024","186","132",0.246,0.251,-0.0050000000000000044,0.359,0.4,-0.041000000000000036,0.3,0.32,-0.020000000000000018,"3.48","4.22","-0.743"
"Wood, Alex","622072","2024","186","129",0.323,0.306,0.017000000000000015,0.519,0.495,0.02400000000000002,0.398,0.389,0.009000000000000008,"5.26","6.64","-1.377"
"Kuhl, Chad","641771","2024","186","122",0.261,0.23,0.031,0.422,0.373,0.04899999999999999,0.336,0.308,0.028000000000000025,"4.68","3.88","0.797"
"Brito, Jhony","666745","2024","185","146",0.283,0.267,0.01599999999999996,0.387,0.414,-0.02699999999999997,0.307,0.312,-0.0050000000000000044,"4.12","3.99","0.132"
"Fairbanks, Pete","664126","2024","185","124",0.217,0.254,-0.037000000000000005,0.313,0.4,-0.08700000000000002,0.265,0.311,-0.045999999999999985,"3.57","3.96","-0.386"
"Holderman, Colin","670059","2024","185","115",0.236,0.229,0.0069999999999999785,0.401,0.414,-0.012999999999999956,0.318,0.33,-0.01200000000000001,"3.43","4.52","-1.091"
"McFarland, T.J.","519008","2024","183","138",0.256,0.223,0.033,0.381,0.312,0.069,0.295,0.256,0.03899999999999998,"3.86","2.64","1.217"
"Henry, Tommy","674072","2024","182","130",0.312,0.291,0.02100000000000002,0.586,0.521,0.06499999999999995,0.413,0.387,0.025999999999999968,"7.04","6.56","0.483"
"Rainey, Tanner","663432","2024","182","124",0.25,0.247,0.0030000000000000027,0.434,0.512,-0.07800000000000001,0.355,0.379,-0.02400000000000002,"5.40","6.23","-0.83"
"Johnson, Pierce","572955","2024","181","107",0.233,0.229,0.0040000000000000036,0.327,0.357,-0.02999999999999997,0.293,0.302,-0.009000000000000008,"3.40","3.72","-0.318"
"Jansen, Kenley","445276","2024","181","112",0.204,0.218,-0.014000000000000012,0.309,0.372,-0.063,0.253,0.287,-0.033999999999999975,"2.78","3.34","-0.561"
"Medina, Luis","665622","2024","180","127",0.276,0.259,0.017000000000000015,0.417,0.41,0.007000000000000006,0.336,0.331,0.0050000000000000044,"5.17","4.55","0.625"
"Iglesias, Raisel","628452","2024","178","122",0.139,0.206,-0.06699999999999998,0.206,0.297,-0.091,0.175,0.24,-0.065,"1.48","2.32","-0.841"
"Muller, Kyle","666205","2024","178","133",0.271,0.268,0.0030000000000000027,0.44,0.435,0.0050000000000000044,0.318,0.316,0.0020000000000000018,"4.22","4.10","0.119"
"Birdsong, Hayden","806185","2024","178","105",0.23,0.228,0.0020000000000000018,0.441,0.433,0.008000000000000007,0.337,0.333,0.0040000000000000036,"5.01","4.61","0.398"
"Miller, Mason","695243","2024","178","81",0.127,0.128,-0.0010000000000000009,0.209,0.206,0.0030000000000000027,0.188,0.195,-0.007000000000000006,"1.89","1.56","0.328"
"Grove, Michael","675627","2024","177","107",0.234,0.219,0.015000000000000013,0.351,0.334,0.01699999999999996,0.301,0.292,0.009000000000000008,"5.18","3.46","1.724"
"Pérez, Cionel","672335","2024","177","116",0.217,0.23,-0.013000000000000012,0.309,0.322,-0.013000000000000012,0.289,0.3,-0.01100000000000001,"3.95","3.67","0.281"
"Vieira, Thyago","600986","2024","177","110",0.252,0.243,0.009000000000000008,0.469,0.453,0.01599999999999996,0.361,0.353,0.008000000000000007,"5.21","5.27","-0.059"
"Booser, Cam","592155","2024","177","122",0.242,0.224,0.017999999999999988,0.366,0.367,-0.0010000000000000009,0.285,0.282,0.0030000000000000027,"3.00","3.22","-0.22"
"Miller, Tyson","668338","2024","176","126",0.181,0.216,-0.035,0.313,0.379,-0.066,0.234,0.273,-0.03900000000000001,"1.74","3.01","-1.274"
"Boyle, Joe","671212","2024","176","104",0.239,0.23,0.00899999999999998,0.359,0.352,0.007000000000000006,0.331,0.324,0.007000000000000006,"6.21","4.34","1.872"
"Anderson, Justin","605121","2024","175","109",0.209,0.221,-0.01200000000000001,0.331,0.396,-0.065,0.296,0.322,-0.026000000000000023,"4.28","4.28","-0.005"
"Varland, Louie","686973","2024","174","127",0.312,0.297,0.015000000000000013,0.51,0.502,0.008000000000000007,0.377,0.372,0.0050000000000000044,"6.14","5.96","0.176"
"Pop, Zach","647315","2024","173","131",0.265,0.273,-0.008000000000000007,0.452,0.429,0.02300000000000002,0.331,0.328,0.0030000000000000027,"6.08","4.46","1.615"
"Meyer, Max","676974","2024","173","125",0.274,0.259,0.015000000000000013,0.548,0.484,0.06400000000000006,0.374,0.348,0.026000000000000023,"5.58","5.10","0.479"
"Schreiber, John","670167","2024","173","124",0.261,0.25,0.01100000000000001,0.353,0.333,0.019999999999999962,0.306,0.3,0.006000000000000005,"3.92","3.67","0.253"
"Slaten, Justin","686580","2024","172","116",0.22,0.224,-0.0040000000000000036,0.302,0.327,-0.025000000000000022,0.252,0.273,-0.02100000000000002,"3.38","3.01","0.365"
"Smith, Will","519293","2024","172","129",0.25,0.285,-0.034999999999999976,0.421,0.48,-0.059,0.321,0.357,-0.035999999999999976,"5.26","5.41","-0.147"
"Suarez, José","660761","2024","172","109",0.303,0.261,0.04199999999999998,0.566,0.427,0.13899999999999996,0.413,0.356,0.056999999999999995,"8.15","5.37","2.781"
"Bradford, Cody","674003","2024","171","123",0.213,0.236,-0.022999999999999993,0.354,0.424,-0.07,0.26,0.297,-0.03699999999999998,"3.56","3.59","-0.032"
"Keller, Brad","641745","2024","169","125",0.265,0.255,0.010000000000000009,0.477,0.471,0.006000000000000005,0.346,0.339,0.006999999999999951,"5.30","4.80","0.504"
"Banda, Anthony","607455","2024","167","104",0.214,0.224,-0.010000000000000009,0.317,0.355,-0.03799999999999998,0.263,0.281,-0.018000000000000016,"2.23","3.19","-0.959"
"Hoeing, Bryan","663773","2024","165","121",0.224,0.287,-0.06299999999999997,0.309,0.458,-0.14900000000000002,0.263,0.345,-0.08199999999999996,"2.18","5.00","-2.823"
"Estévez, Carlos","608032","2024","165","114",0.187,0.213,-0.025999999999999995,0.303,0.393,-0.09000000000000002,0.226,0.272,-0.04600000000000001,"2.47","2.98","-0.507"
"Phillips, Evan","623465","2024","164","105",0.237,0.225,0.011999999999999983,0.375,0.357,0.018000000000000016,0.293,0.281,0.011999999999999955,"3.40","3.19","0.213"
"Thielbar, Caleb","573204","2024","164","106",0.262,0.245,0.017000000000000015,0.414,0.431,-0.017000000000000015,0.323,0.327,-0.0040000000000000036,"5.75","4.43","1.32"
"Montero, Rafael","606160","2024","164","119",0.248,0.273,-0.025000000000000022,0.461,0.479,-0.01799999999999996,0.351,0.367,-0.016000000000000014,"4.70","5.77","-1.074"
"Wilson, Steven","621051","2024","163","100",0.227,0.251,-0.023999999999999994,0.469,0.453,0.01599999999999996,0.347,0.357,-0.010000000000000009,"5.71","5.41","0.302"
"Bradish, Kyle","680694","2024","163","91",0.188,0.181,0.007000000000000006,0.299,0.297,0.0020000000000000018,0.261,0.259,0.0020000000000000018,"2.75","2.70","0.046"
"Duran, Jhoan","661395","2024","163","104",0.207,0.208,-0.0010000000000000009,0.352,0.3,0.05199999999999999,0.273,0.26,0.013000000000000012,"3.32","2.72","0.6"
"Brazobán, Huascar","623211","2024","163","101",0.186,0.203,-0.017000000000000015,0.269,0.284,-0.014999999999999958,0.25,0.263,-0.013000000000000012,"3.40","2.79","0.613"
"Sánchez, Sixto","664350","2024","162","128",0.303,0.279,0.023999999999999966,0.43,0.433,-0.0030000000000000027,0.354,0.348,0.006000000000000005,"6.06","5.10","0.956"
"Garrett, Braxton","666129","2024","161","118",0.263,0.268,-0.0050000000000000044,0.414,0.448,-0.03400000000000003,0.313,0.327,-0.014000000000000012,"5.35","4.43","0.921"
"Leahy, Kyle","681517","2024","161","127",0.22,0.267,-0.047000000000000014,0.333,0.438,-0.10499999999999998,0.259,0.322,-0.063,"3.70","4.28","-0.578"
