"last_name, first_name","player_id","year","player_age","ab","pa","hit","single","double","triple","home_run","strikeout","walk","k_percent","bb_percent","batting_avg","slg_percent","on_base_percent","on_base_plus_slg","woba","xwoba","sweet_spot_percent","barrel_batted_rate","hard_hit_percent","avg_best_speed","avg_hyper_speed","whiff_percent","swing_percent","maxeff_arm_2b_3b_sba","n_outs_above_average"
"Greene, Riley","682985","2022","21","376","418","95","68","18","4","5","120","36",28.7,8.6,".253",".362",".321","0.683",".303",".316",32,9.3,45.2,"102.14516814","95.266459961",25.6,45.3,,"1"
"Vierling, Matt","663837","2022","25","325","357","80","60","12","2","6","70","23",19.6,6.4,".246",".351",".297","0.648",".285",".324",35.2,5,47.1,"101.211212846","94.995167231",19.5,44.6,,"-1"
"Toro, Abraham","647351","2022","25","324","352","60","36","13","1","10","65","22",18.5,6.3,".185",".324",".239","0.563",".246",".284",31.2,6.8,29.7,"97.172547348","92.624451255",21.6,47.3,,
"Stanton, Giancarlo","519317","2022","32","398","452","84","46","7","0","31","137","50",30.3,11.1,".211",".462",".297","0.759",".327",".350",26.9,19.3,52.3,"107.816149318","98.594697985",36.5,43.1,,"-2"
"Bradley Jr., Jackie","598265","2022","32","344","370","70","42","23","1","4","77","24",20.8,6.5,".203",".311",".255","0.566",".252",".268",29.4,4.8,37.2,"98.071881353","93.116593208",29.4,49.7,,"7"
"Berti, Jon","542932","2022","32","358","404","86","62","17","3","4","89","42",22,10.4,".240",".338",".324","0.662",".298",".306",30.7,5.9,37,"98.782159778","93.452015688",24.5,44.5,,"0"
"Turner, Trea","607208","2022","29","652","708","194","130","39","4","21","131","45",18.5,6.4,".298",".466",".343","0.809",".350",".335",35.3,7.6,41.6,"100.188198893","94.238854962",26.3,51.2,,
"Ramírez, José","608070","2022","29","601","685","168","90","44","5","29","82","69",12,10.1,".280",".514",".355","0.869",".363",".320",33.7,6.6,36.9,"98.871944811","93.503434175",15.1,46.3,,
"Trevino, Jose","624431","2022","29","335","353","83","59","12","1","11","62","15",17.6,4.2,".248",".388",".283","0.671",".293",".281",31,5.1,35,"98.396823259","93.244987844",21.1,50,"77.8",
"Taylor, Tyrone","621438","2022","28","373","405","87","46","21","3","17","102","22",25.2,5.4,".233",".442",".286","0.728",".314",".307",34.7,9.9,37.6,"99.154219632","93.742033346",26.5,50.9,,"7"
"Gamel, Ben","592325","2022","30","371","423","86","55","20","2","9","98","48",23.2,11.3,".232",".369",".324","0.693",".308",".316",38,6.2,37.6,"99.298905","93.815298881",23.8,43.1,,"-6"
"Rosario, Amed","642708","2022","26","637","670","180","134","26","9","11","111","25",16.6,3.7,".283",".403",".312","0.715",".311",".310",31.1,4.5,38.3,"99.690201132","93.991990529",21,53.1,,
"Anderson, Tim","641313","2022","29","332","351","100","81","13","0","6","55","14",15.7,4,".301",".395",".339","0.734",".323",".336",37.5,5.8,41.2,"98.957560507","93.5528044",23.2,57.9,,
"Robles, Victor","645302","2022","25","366","407","82","64","10","2","6","104","17",25.6,4.2,".224",".311",".273","0.584",".260",".244",29.2,3.2,23.8,"96.221152581","92.171514939",27.2,53.8,,"6"
"Hicks, Aaron","543305","2022","32","384","453","83","64","9","2","8","109","62",24.1,13.7,".216",".313",".330","0.643",".292",".303",25.2,5.8,33.1,"98.078223577","93.127214322",25.8,41.1,,"0"
"Chavis, Michael","656308","2022","26","401","426","92","59","16","3","14","126","19",29.6,4.5,".229",".389",".265","0.654",".282",".261",33,7.5,38.7,"99.520768345","93.803336787",30.8,57.7,,
"Pederson, Joc","592626","2022","30","380","433","104","59","19","3","23","100","42",23.1,9.7,".274",".521",".353","0.874",".373",".367",34.2,15.1,52.1,"103.347393857","96.58467276",24.4,46.1,,"-11"
"Mondesi, Adalberto","609275","2022","26","50","54","7","7","0","0","0","20","4",37,7.4,".140",".140",".204","0.344",".166",".211",16.7,3.3,26.7,"97.560296923","92.799797692",43.1,50.7,,
"Duggar, Steven","621453","2022","28","72","80","11","7","3","1","0","41","7",51.2,8.8,".153",".222",".225","0.447",".205",".214",34.4,6.3,46.9,"101.723999375","95.580566563",42.2,44.8,,"-1"
"Wallner, Matt","670242","2022","24","57","65","13","8","3","0","2","25","6",38.5,9.2,".228",".386",".323","0.709",".311",".245",21.9,9.4,53.1,"102.52181","95.903495313",38.1,44,,"-1"
"Wisdom, Patrick","621550","2022","30","469","534","97","44","28","0","25","183","53",34.3,9.9,".207",".426",".298","0.724",".316",".295",29.8,14.2,46.3,"102.164032394","95.695873993",36.4,48.1,,"-2"
"Hager, Jake","606993","2022","29","50","59","12","10","2","0","0","17","8",28.8,13.6,".240",".280",".345","0.625",".291",".247",32.4,5.9,17.6,"94.036659333","91.089237667",29.5,46.9,,
"MacKinnon, David","676950","2022","27","50","57","7","7","0","0","0","17","6",29.8,10.5,".140",".140",".228","0.368",".181",".259",26.5,2.9,20.6,"95.337789412","91.668894706",24.1,44.4,,
"Harper, Bryce","547180","2022","29","370","426","106","59","28","1","18","87","46",20.4,10.8,".286",".514",".364","0.878",".369",".380",37.2,12.8,47.9,"102.954593636","96.099964685",28.2,56.2,,
"Hermosillo, Michael","641684","2022","27","61","73","7","5","2","0","0","27","7",37,9.6,".115",".148",".250","0.398",".203",".259",37.1,8.6,31.4,"97.961854118","92.983560882",44,50.7,,"2"
"Pérez, Roberto","547379","2022","33","60","69","14","10","2","0","2","25","9",36.2,13,".233",".367",".333","0.700",".315",".308",42.9,11.4,51.4,"101.789615556","95.453621714",36.6,39.9,"78.5",
"Vargas, Miguel","678246","2022","22","47","50","8","6","1","0","1","13","2",26,4,".170",".255",".200","0.455",".200",".255",25.7,8.6,40,"98.538499444","93.609804857",24.3,51,,
"Viloria, Meibrys","650619","2022","25","63","75","10","7","1","0","2","29","11",38.7,14.7,".159",".270",".280","0.550",".256",".243",31.4,8.6,37.1,"97.597577222","93.017521143",38.5,37.5,"83.2",
"Walls, Taylor","670764","2022","25","407","466","70","42","18","2","8","120","52",25.8,11.2,".172",".285",".268","0.553",".252",".268",32.6,6.2,28.5,"96.121545455","92.072558077",25.4,43,,
"Semien, Marcus","543760","2022","31","657","724","163","101","31","5","26","120","53",16.6,7.3,".248",".429",".304","0.733",".317",".306",32.4,6.8,34.9,"97.838624343","93.00847117",20.6,47.2,,
"Bemboom, Anthony","621532","2022","32","52","59","6","3","2","0","1","17","6",28.8,10.2,".115",".212",".207","0.419",".196",".246",30.6,5.6,36.1,"99.029268824","94.197804545",24.3,43.9,"82.5",
"India, Jonathan","663697","2022","25","386","431","96","68","16","2","10","94","31",21.8,7.2,".249",".378",".327","0.705",".314",".301",36,4.8,28.8,"97.40599669","92.71951917",23.6,41.3,,
"Ahmed, Nick","605113","2022","32","52","54","12","7","2","0","3","15","2",27.8,3.7,".231",".442",".259","0.701",".302",".227",32.4,5.4,32.4,"96.865202778","92.508848611",24.1,51.2,,
"Campusano, Luis","669134","2022","23","48","50","12","10","1","0","1","11","1",22,2,".250",".333",".260","0.593",".257",".258",26.3,5.3,36.8,"99.761276842","93.942856579",31.7,62.7,"83.7",
"Raley, Luke","670042","2022","27","61","72","12","9","2","0","1","24","7",33.3,9.7,".197",".279",".306","0.585",".271",".286",31.6,13.2,39.5,"100.628204737","94.641931351",39.9,50.7,,"1"
"Sheets, Gavin","657757","2022","26","377","410","91","57","19","0","15","86","27",21,6.6,".241",".411",".295","0.706",".308",".283",32.3,6.5,36.1,"98.93534363","93.559241787",21.9,47.7,,"-5"
"Burleson, Alec","676475","2022","23","48","53","9","7","1","0","1","9","5",17,9.4,".188",".271",".264","0.535",".245",".325",35.9,10.3,48.7,"100.518393158","95.136274211",24.7,51.1,,
"Castro, Jason","488771","2022","35","78","88","9","6","2","0","1","40","8",45.5,9.1,".115",".179",".205","0.384",".183",".239",35.9,5.1,35.9,"98.6215215","93.447724615",42.4,48,"80.7",
"Stevenson, Cal","670276","2022","25","60","71","10","7","3","0","0","23","8",32.4,11.3,".167",".217",".261","0.478",".224",".277",32.5,5,32.5,"97.164706842","92.732142895",26.3,38.8,,"2"
"Peraza, Oswald","672724","2022","22","49","57","15","11","3","0","1","9","6",15.8,10.5,".306",".429",".404","0.833",".371",".343",25,5,30,"95.3083725","92.10581375",17.7,49.4,,
"Diaz, Jordan","672478","2022","21","49","51","13","10","3","0","0","7","2",13.7,3.9,".265",".327",".294","0.621",".275",".229",26.2,0,31,"96.129837619","92.068414524",20.4,63.6,,
"Franco, Maikel","596748","2022","29","371","388","85","61","15","0","9","75","12",19.3,3.1,".229",".342",".255","0.597",".261",".272",33.1,4.7,34.4,"98.818458378","93.432468176",28,53.6,,
"Calhoun, Willie","641432","2022","27","52","62","7","3","3","0","1","8","9",12.9,14.5,".135",".250",".274","0.524",".249",".309",22.7,2.3,38.6,"99.757001364","94.052842093",14,36.9,,
"Capel, Conner","668843","2022","25","52","59","16","12","0","1","3","10","5",16.9,8.5,".308",".519",".356","0.875",".371",".336",34.1,6.8,31.8,"97.990665455","93.173799773",24.8,45,,"1"
"Cameron, Daz","663662","2022","25","64","70","14","9","3","1","1","20","5",28.6,7.1,".219",".344",".286","0.630",".280",".303",43.2,9.1,43.2,"100.319888182","94.301869318",30.7,47.7,,"-1"
"Senzel, Nick","669222","2022","27","373","420","86","68","13","0","5","76","30",18.1,7.1,".231",".306",".296","0.602",".272",".299",35,3.3,33.9,"97.72590723","92.94147061",21.8,47.7,,"0"
"Trout, Mike","545361","2022","30","438","499","124","54","28","2","40","139","54",27.9,10.8,".283",".630",".369","0.999",".418",".395",37.7,19.7,51,"104.135929733","96.5588815",30.2,43.4,,"3"
"Lagares, Juan","501571","2022","33","60","62","11","8","2","1","0","15","2",24.2,3.2,".183",".250",".210","0.460",".203",".242",40,2.2,40,"98.693379565","93.50569",27.6,52.7,,"0"
"Maton, Nick","665155","2022","25","72","85","18","10","2","1","5","29","10",34.1,11.8,".250",".514",".341","0.855",".364",".306",37.8,6.7,31.1,"96.703721364","92.378948864",35.4,48.8,,"-2"
"León, Sandy","506702","2022","33","71","86","12","9","3","0","0","27","13",31.4,15.1,".169",".211",".298","0.509",".246",".263",39.1,0,26.1,"94.152679545","91.268422093",25.2,38,"78.1",
"Encarnacion, Jerar","666464","2022","24","77","81","14","8","3","0","3","32","3",39.5,3.7,".182",".338",".210","0.548",".236",".228",30.4,6.5,41.3,"100.049450435","94.552698043",42.7,54.6,,"0"
"Thaiss, Matt","642136","2022","27","69","81","15","12","1","0","2","24","11",29.6,13.6,".217",".319",".321","0.640",".286",".289",21.7,6.5,37,"98.469698696","93.243073043",34.2,46.9,"83.9",
